abv,ibu,id,beer,style,brewery_id,ounces,brewery,city,state,label
68,62,2189,In-Tents India Pale Lager,American Pale Lager,116,12,Base Camp Brewing Co.,Portland,OR,In-Tents India Pale Lager (Base Camp Brewing Co.)
0.05,20,2188,Lost Meridian Wit,Witbier,116,12,Base Camp Brewing Co.,Portland,OR,Lost Meridian Wit (Base Camp Brewing Co.)
51,45,2187,Celestial Meridian Cascadian Dark Lager,Euro Dark Lager,116,12,Base Camp Brewing Co.,Portland,OR,Celestial Meridian Cascadian Dark Lager (Base Camp Brewing Co.)
54,55,1966,Wagon Party,California Common / Steam Beer,258,12,Bauhaus Brew Labs,Minneapolis,MN,Wagon Party (Bauhaus Brew Labs)
67,70,1965,Sky-Five,American IPA,258,12,Bauhaus Brew Labs,Minneapolis,MN,Sky-Five (Bauhaus Brew Labs)
0.05,28,1964,Stargrazer,Schwarzbier,258,12,Bauhaus Brew Labs,Minneapolis,MN,Stargrazer (Bauhaus Brew Labs)
54,48,1963,Wonderstuff,German Pilsener,258,12,Bauhaus Brew Labs,Minneapolis,MN,Wonderstuff (Bauhaus Brew Labs)
53,NA,1855,Tarnation California-Style Lager,California Common / Steam Beer,292,12,Baxter Brewing Company,Lewiston,ME,Tarnation California-Style Lager (Baxter Brewing Company)
0.07,42,1778,On the Count of 3 (2015),Hefeweizen,292,16,Baxter Brewing Company,Lewiston,ME,On the Count of 3 (2015) (Baxter Brewing Company)
47,NA,1209,Summer Swelter,American Pale Wheat Ale,292,12,Baxter Brewing Company,Lewiston,ME,Summer Swelter (Baxter Brewing Company)
68,NA,954,Phantom Punch Winter Stout,Foreign / Export Stout,292,12,Baxter Brewing Company,Lewiston,ME,Phantom Punch Winter Stout (Baxter Brewing Company)
66,NA,910,Hayride Autumn Ale,Rye Beer,292,12,Baxter Brewing Company,Lewiston,ME,Hayride Autumn Ale (Baxter Brewing Company)
47,NA,707,Celsius Summer Ale (2012),American Pale Wheat Ale,292,12,Baxter Brewing Company,Lewiston,ME,Celsius Summer Ale (2012) (Baxter Brewing Company)
55,35,533,Amber Road,American Amber / Red Ale,292,12,Baxter Brewing Company,Lewiston,ME,Amber Road (Baxter Brewing Company)
49,28,183,Pamola Xtra Pale Ale,American Pale Ale (APA),292,12,Baxter Brewing Company,Lewiston,ME,Pamola Xtra Pale Ale (Baxter Brewing Company)
69,69,182,Stowaway IPA,American IPA,292,12,Baxter Brewing Company,Lewiston,ME,Stowaway IPA (Baxter Brewing Company)
88,108,1806,Hoptopus Double IPA,American Double / Imperial IPA,306,16,Beach Brewing Company,Virginia Beach,VA,Hoptopus Double IPA (Beach Brewing Company)
0.05,10,2435,Watermelon Ale,Fruit / Vegetable Beer,103,12,Beer Works Brewery,Lowell,MA,Watermelon Ale (Beer Works Brewery)
0.0579999999999999,45,2423,Fenway American Pale Ale,American Pale Ale (APA),103,12,Beer Works Brewery,Lowell,MA,Fenway American Pale Ale (Beer Works Brewery)
68,85,2420,Back Bay IPA,American IPA,103,12,Beer Works Brewery,Lowell,MA,Back Bay IPA (Beer Works Brewery)
48,16,2419,Bunker Hill Blueberry Ale,Other,103,12,Beer Works Brewery,Lowell,MA,Bunker Hill Blueberry Ale (Beer Works Brewery)
0.0579999999999999,NA,2494,Oberon,American Pale Wheat Ale,76,12,Bell's Brewery,Kalamazoo,MI,Oberon (Bell's Brewery)
0.06,NA,2325,Smitten,Rye Beer,76,16,Bell's Brewery,Kalamazoo,MI,Smitten (Bell's Brewery)
0.05,NA,2022,Winter White,Witbier,76,16,Bell's Brewery,Kalamazoo,MI,Winter White (Bell's Brewery)
0.0579999999999999,NA,1989,Oberon,American Pale Wheat Ale,76,16,Bell's Brewery,Kalamazoo,MI,Oberon (Bell's Brewery)
0.07,NA,1988,Two Hearted,American IPA,76,16,Bell's Brewery,Kalamazoo,MI,Two Hearted (Bell's Brewery)
0.0579999999999999,NA,1955,Best Brown,American Brown Ale,76,16,Bell's Brewery,Kalamazoo,MI,Best Brown (Bell's Brewery)
44,44,2558,Moar,English India Pale Ale (IPA),53,12,Bent Brewstillery,Roseville,MN,Moar (Bent Brewstillery)
83,NA,2557,Uber Lupin Schwarz IPA,American Double / Imperial IPA,53,16,Bent Brewstillery,Roseville,MN,Uber Lupin Schwarz IPA (Bent Brewstillery)
57,27,2556,Nordic Blonde,American Blonde Ale,53,12,Bent Brewstillery,Roseville,MN,Nordic Blonde (Bent Brewstillery)
0.06,NA,2496,Cold Press,American Black Ale,75,12,Bent Paddle Brewing Company,Duluth,MN,Cold Press (Bent Paddle Brewing Company)
72,87,2410,Harness the Winter,American IPA,75,12,Bent Paddle Brewing Company,Duluth,MN,Harness the Winter (Bent Paddle Brewing Company)
0.0559999999999999,32,1902,14Â° ESB,Extra Special / Strong Bitter (ESB),75,12,Bent Paddle Brewing Company,Duluth,MN,14Â° ESB (Bent Paddle Brewing Company)
62,68,1901,Bent Hop Golden IPA,American IPA,75,12,Bent Paddle Brewing Company,Duluth,MN,Bent Hop Golden IPA (Bent Paddle Brewing Company)
0.06,34,1261,Bent Paddle Black Ale,American Black Ale,75,12,Bent Paddle Brewing Company,Duluth,MN,Bent Paddle Black Ale (Bent Paddle Brewing Company)
0.05,38,1253,Venture Pils,German Pilsener,75,12,Bent Paddle Brewing Company,Duluth,MN,Venture Pils (Bent Paddle Brewing Company)
55,40,1900,Lost Sailor IPA,English India Pale Ale (IPA),278,12,Berkshire Brewing Company,South Deerfield,MA,Lost Sailor IPA (Berkshire Brewing Company)
53,20,1317,Steel Rail Extra Pale Ale,American Pale Ale (APA),278,12,Berkshire Brewing Company,South Deerfield,MA,Steel Rail Extra Pale Ale (Berkshire Brewing Company)
78,NA,1158,La Frontera Premium IPA,American IPA,463,12,Big Bend Brewing Company,Alpine,TX,La Frontera Premium IPA (Big Bend Brewing Company)
47,NA,1157,Tejas Lager,Czech Pilsener,463,12,Big Bend Brewing Company,Alpine,TX,Tejas Lager (Big Bend Brewing Company)
64,NA,1156,Number 22 Porter,American Porter,463,12,Big Bend Brewing Company,Alpine,TX,Number 22 Porter (Big Bend Brewing Company)
0.0559999999999999,NA,1155,Big Bend Hefeweizen,Hefeweizen,463,12,Big Bend Brewing Company,Alpine,TX,Big Bend Hefeweizen (Big Bend Brewing Company)
0.06,NA,1154,Terlingua Gold,American Blonde Ale,463,12,Big Bend Brewing Company,Alpine,TX,Terlingua Gold (Big Bend Brewing Company)
81,17,2104,AprÃ¨ Shred,American Strong Ale,220,16,Big Choice Brewing,Broomfield,CO,AprÃ¨ Shred (Big Choice Brewing)
95,104,1762,Hemlock Double IPA,American Double / Imperial IPA,220,12,Big Choice Brewing,Broomfield,CO,Hemlock Double IPA (Big Choice Brewing)
0.0409999999999999,NA,1422,West Portal Colorado Common Summer Ale,California Common / Steam Beer,220,16,Big Choice Brewing,Broomfield,CO,West Portal Colorado Common Summer Ale (Big Choice Brewing)
67,85,1067,Disconnected Red,American Amber / Red Ale,220,16,Big Choice Brewing,Broomfield,CO,Disconnected Red (Big Choice Brewing)
0.07,NA,1003,Big Elm IPA,American IPA,477,12,Big Elm Brewing,Sheffield,MA,Big Elm IPA (Big Elm Brewing)
65,NA,1002,Gerry Dog Stout,American Stout,477,12,Big Elm Brewing,Sheffield,MA,Gerry Dog Stout (Big Elm Brewing)
0.06,NA,1001,413 Farmhouse Ale,Saison / Farmhouse Ale,477,12,Big Elm Brewing,Sheffield,MA,413 Farmhouse Ale (Big Elm Brewing)
0.08,54,2639,Dark Star,American Stout,8,16,Big Lake Brewing,Holland,MI,Dark Star (Big Lake Brewing)
62,NA,2469,Ryecoe,American IPA,8,16,Big Lake Brewing,Holland,MI,Ryecoe (Big Lake Brewing)
0.06,NA,2586,Blueberry Blonde,Fruit / Vegetable Beer,40,12,Big Muddy Brewing,Murphysboro,IL,Blueberry Blonde (Big Muddy Brewing)
75,60,2585,Galaxy IPA,American IPA,40,16,Big Muddy Brewing,Murphysboro,IL,Galaxy IPA (Big Muddy Brewing)
0.05,32,643,Big River Pilsner,Czech Pilsener,519,12,Big River Brewing Company,Chattanooga,TN,Big River Pilsner (Big River Brewing Company)
0.06,55,632,House Brand IPA,American IPA,519,12,Big River Brewing Company,Chattanooga,TN,House Brand IPA (Big River Brewing Company)
62,65,1714,Big Sky IPA,American IPA,336,12,Big Sky Brewing Company,Missoula,MT,Big Sky IPA (Big Sky Brewing Company)
0.05,40,1713,Scape Goat Pale Ale,English Pale Ale,336,12,Big Sky Brewing Company,Missoula,MT,Scape Goat Pale Ale (Big Sky Brewing Company)
0.05,35,1712,Montana Trout Slayer Ale,American Pale Wheat Ale,336,12,Big Sky Brewing Company,Missoula,MT,Montana Trout Slayer Ale (Big Sky Brewing Company)
51,26,1711,Moose Drool Brown Ale,American Brown Ale,336,12,Big Sky Brewing Company,Missoula,MT,Moose Drool Brown Ale (Big Sky Brewing Company)
72,60,1456,Powder Hound Winter Ale,English Strong Ale,336,12,Big Sky Brewing Company,Missoula,MT,Powder Hound Winter Ale (Big Sky Brewing Company)
51,26,767,Moose Drool Brown Ale (2011),American Brown Ale,336,12,Big Sky Brewing Company,Missoula,MT,Moose Drool Brown Ale (2011) (Big Sky Brewing Company)
0.05,35,766,Montana Trout Slayer Ale (2012),American Pale Wheat Ale,336,12,Big Sky Brewing Company,Missoula,MT,Montana Trout Slayer Ale (2012) (Big Sky Brewing Company)
62,65,579,Big Sky IPA (2012),American IPA,336,12,Big Sky Brewing Company,Missoula,MT,Big Sky IPA (2012) (Big Sky Brewing Company)
47,NA,168,Summer Honey,American Blonde Ale,336,12,Big Sky Brewing Company,Missoula,MT,Summer Honey (Big Sky Brewing Company)
0.05,40,159,Scape Goat Pale Ale (2010),English Pale Ale,336,12,Big Sky Brewing Company,Missoula,MT,Scape Goat Pale Ale (2010) (Big Sky Brewing Company)
0.05,35,35,Montana Trout Slayer Ale (2009),American Pale Wheat Ale,336,12,Big Sky Brewing Company,Missoula,MT,Montana Trout Slayer Ale (2009) (Big Sky Brewing Company)
51,26,34,Moose Drool Brown Ale (2009),American Brown Ale,336,12,Big Sky Brewing Company,Missoula,MT,Moose Drool Brown Ale (2009) (Big Sky Brewing Company)
69,81,2096,Arcus IPA,American IPA,221,12,Big Storm Brewing Company,Odessa,FL,Arcus IPA (Big Storm Brewing Company)
0.0579999999999999,38,2095,Wavemaker,American Amber / Red Ale,221,12,Big Storm Brewing Company,Odessa,FL,Wavemaker (Big Storm Brewing Company)
53,43,1257,Jack Pine Savage,American Pale Ale (APA),444,16,Big Wood Brewery,Vadnais Heights,MN,Jack Pine Savage (Big Wood Brewery)
99,85,1256,Forest Fire Imperial Smoked Rye,Rye Beer,444,16,Big Wood Brewery,Vadnais Heights,MN,Forest Fire Imperial Smoked Rye (Big Wood Brewery)
98,76,1255,Bad Axe Imperial IPA,American Double / Imperial IPA,444,16,Big Wood Brewery,Vadnais Heights,MN,Bad Axe Imperial IPA (Big Wood Brewery)
55,35,986,Morning Wood,Oatmeal Stout,444,16,Big Wood Brewery,Vadnais Heights,MN,Morning Wood (Big Wood Brewery)
66,50,985,Bark Bite IPA,American IPA,444,16,Big Wood Brewery,Vadnais Heights,MN,Bark Bite IPA (Big Wood Brewery)
55,45,2508,Jalapeno Pale Ale,American Pale Ale (APA),70,16,Birdsong Brewing Company,Charlotte,NC,Jalapeno Pale Ale (Birdsong Brewing Company)
52,NA,1441,Blown Out Brown,American Brown Ale,407,12,Bitter Root Brewing,Hamilton,MT,Blown Out Brown (Bitter Root Brewing)
63,NA,1413,Single Hop Ale,American Pale Ale (APA),407,12,Bitter Root Brewing,Hamilton,MT,Single Hop Ale (Bitter Root Brewing)
54,NA,1411,Sawtooth Ale,American Blonde Ale,407,12,Bitter Root Brewing,Hamilton,MT,Sawtooth Ale (Bitter Root Brewing)
72,75,2620,Saucy Intruder,Rye Beer,18,16,Black Acre Brewing Co.,Indianapolis,IN,Saucy Intruder (Black Acre Brewing Co.)
45,16,2412,Deception,American Blonde Ale,112,12,Black Market Brewing Company,Temecula,CA,Deception (Black Market Brewing Company)
75,35,1898,Blackmarket Rye IPA,American IPA,112,12,Black Market Brewing Company,Temecula,CA,Blackmarket Rye IPA (Black Market Brewing Company)
0.05,8,1897,Black Market Hefeweizen,Hefeweizen,112,12,Black Market Brewing Company,Temecula,CA,Black Market Hefeweizen (Black Market Brewing Company)
0.0579999999999999,44,1896,Aftermath Pale Ale,American Pale Ale (APA),112,12,Black Market Brewing Company,Temecula,CA,Aftermath Pale Ale (Black Market Brewing Company)
71,83,1850,American India Red Ale,American Strong Ale,294,12,Black Shirt Brewing Company,Denver,CO,American India Red Ale (Black Shirt Brewing Company)
71,45,1849,American Red Porter,American Porter,294,12,Black Shirt Brewing Company,Denver,CO,American Red Porter (Black Shirt Brewing Company)
78,34,1848,American Red Saison,Saison / Farmhouse Ale,294,12,Black Shirt Brewing Company,Denver,CO,American Red Saison (Black Shirt Brewing Company)
66,44,1847,Colorado Red Ale,American Amber / Red Ale,294,12,Black Shirt Brewing Company,Denver,CO,Colorado Red Ale (Black Shirt Brewing Company)
48,16,2485,Saddle Bronc Brown Ale,American Brown Ale,79,12,Black Tooth Brewing Company,Sheridan,WY,Saddle Bronc Brown Ale (Black Tooth Brewing Company)
46,20,2484,Bomber Mountain Amber Ale,American Amber / Red Ale,79,12,Black Tooth Brewing Company,Sheridan,WY,Bomber Mountain Amber Ale (Black Tooth Brewing Company)
73,NA,2449,Flying Sailor,Rye Beer,95,12,Blackrocks Brewery,Marquette,MA,Flying Sailor (Blackrocks Brewery)
48,47,2634,Nordskye,American IPA,12,12,Blackrocks Brewery,Marquette,MI,Nordskye (Blackrocks Brewery)
0.06,30,2153,North Third Stout,Foreign / Export Stout,12,12,Blackrocks Brewery,Marquette,MI,North Third Stout (Blackrocks Brewery)
52,NA,1953,Honey Lav,American Pale Wheat Ale,12,12,Blackrocks Brewery,Marquette,MI,Honey Lav (Blackrocks Brewery)
68,NA,1496,Coconut Brown Ale,American Brown Ale,12,12,Blackrocks Brewery,Marquette,MI,Coconut Brown Ale (Blackrocks Brewery)
0.07,51,1481,51K IPA,American IPA,12,12,Blackrocks Brewery,Marquette,MI,51K IPA (Blackrocks Brewery)
55,NA,1480,Grand Rabbits,Cream Ale,12,12,Blackrocks Brewery,Marquette,MI,Grand Rabbits (Blackrocks Brewery)
0.05,NA,1564,1800 Big Log Wheat (2012),American Pale Wheat Ale,380,12,Blue Blood Brewing Company,Lincoln,NE,1800 Big Log Wheat (2012) (Blue Blood Brewing Company)
NA,NA,1541,Double Play Pilsner,American Pilsner,380,12,Blue Blood Brewing Company,Lincoln,NE,Double Play Pilsner (Blue Blood Brewing Company)
55,NA,1321,Brewerhood Brown Ale,American Brown Ale,380,12,Blue Blood Brewing Company,Lincoln,NE,Brewerhood Brown Ale (Blue Blood Brewing Company)
0.08,NA,1320,Last Call Imperial Amber Ale,American Amber / Red Ale,380,12,Blue Blood Brewing Company,Lincoln,NE,Last Call Imperial Amber Ale (Blue Blood Brewing Company)
96,NA,1319,Pernicious Double IPA,American Double / Imperial IPA,380,12,Blue Blood Brewing Company,Lincoln,NE,Pernicious Double IPA (Blue Blood Brewing Company)
52,NA,1303,6-4-3 Double Play Pilsner,German Pilsener,380,12,Blue Blood Brewing Company,Lincoln,NE,6-4-3 Double Play Pilsner (Blue Blood Brewing Company)
NA,NA,1025,N Street Drive-In 50th Anniversary IPA,American Double / Imperial IPA,380,12,Blue Blood Brewing Company,Lincoln,NE,N Street Drive-In 50th Anniversary IPA (Blue Blood Brewing Company)
0.05,NA,1012,467 Ethan's Stout,American Stout,380,12,Blue Blood Brewing Company,Lincoln,NE,467 Ethan's Stout (Blue Blood Brewing Company)
64,NA,942,1335 Wicked Snout,Saison / Farmhouse Ale,380,12,Blue Blood Brewing Company,Lincoln,NE,1335 Wicked Snout (Blue Blood Brewing Company)
45,NA,937,543 Skull Creek Fresh Hopped Pale Ale,American Pale Ale (APA),380,12,Blue Blood Brewing Company,Lincoln,NE,543 Skull Creek Fresh Hopped Pale Ale (Blue Blood Brewing Company)
0.0559999999999999,37,888,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),380,12,Blue Blood Brewing Company,Lincoln,NE,1327 Pod's ESB (Blue Blood Brewing Company)
0.0559999999999999,37,886,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),380,12,Blue Blood Brewing Company,Lincoln,NE,1327 Pod's ESB (Blue Blood Brewing Company)
0.0559999999999999,37,612,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),380,12,Blue Blood Brewing Company,Lincoln,NE,1327 Pod's ESB (Blue Blood Brewing Company)
46,35,611,834 Happy As Ale,American Pale Ale (APA),380,12,Blue Blood Brewing Company,Lincoln,NE,834 Happy As Ale (Blue Blood Brewing Company)
59,NA,1372,Yellow Collar,Mead,422,12,Blue Dog Mead,Eugene,OR,Yellow Collar (Blue Dog Mead)
59,NA,1371,Green Collar,Mead,422,12,Blue Dog Mead,Eugene,OR,Green Collar (Blue Dog Mead)
0.08,80,1812,Quarter Mile Double IPA,American Double / Imperial IPA,304,12,Blue Hills Brewery,Canton,MA,Quarter Mile Double IPA (Blue Hills Brewery)
59,60,1547,Full Nelson Pale Ale,American Pale Ale (APA),382,12,Blue Mountain Brewery,Afton,VA,Full Nelson Pale Ale (Blue Mountain Brewery)
65,30,1546,Steel Wheels ESB,Extra Special / Strong Bitter (ESB),382,12,Blue Mountain Brewery,Afton,VA,Steel Wheels ESB (Blue Mountain Brewery)
53,22,1545,Blue Mountain Classic Lager,Euro Pale Lager,382,12,Blue Mountain Brewery,Afton,VA,Blue Mountain Classic Lager (Blue Mountain Brewery)
59,60,119,Full Nelson Pale Ale (2010),American Pale Ale (APA),382,12,Blue Mountain Brewery,Afton,VA,Full Nelson Pale Ale (2010) (Blue Mountain Brewery)
49,16,1408,KÃ¶lsch 151,KÃ¶lsch,414,12,Blue Mountain Brewery,Arrington,VA,KÃ¶lsch 151 (Blue Mountain Brewery)
NA,NA,2490,Professor Black,American Stout,77,12,Blue Owl Brewing,Austin,TX,Professor Black (Blue Owl Brewing)
NA,NA,2489,Little Boss,American Pale Wheat Ale,77,12,Blue Owl Brewing,Austin,TX,Little Boss (Blue Owl Brewing)
NA,NA,2488,Van Dayum!,American Amber / Red Ale,77,12,Blue Owl Brewing,Austin,TX,Van Dayum! (Blue Owl Brewing)
NA,NA,2487,Spirit Animal,American Pale Ale (APA),77,12,Blue Owl Brewing,Austin,TX,Spirit Animal (Blue Owl Brewing)
0.07,NA,939,Toxic Sludge,American Black Ale,489,16,Blue Point Brewing Company,Patchogue,NY,Toxic Sludge (Blue Point Brewing Company)
0.06,40,692,Blue Point White IPA,American White IPA,489,12,Blue Point Brewing Company,Patchogue,NY,Blue Point White IPA (Blue Point Brewing Company)
44,16,667,Blue Point Summer Ale,American Blonde Ale,489,12,Blue Point Brewing Company,Patchogue,NY,Blue Point Summer Ale (Blue Point Brewing Company)
55,28,665,Toasted Lager,Vienna Lager,489,12,Blue Point Brewing Company,Patchogue,NY,Toasted Lager (Blue Point Brewing Company)
0.06,NA,1607,Bohemian Export Lager,Dortmunder / Export Lager,364,12,Bohemian Brewery,Midvale,UT,Bohemian Export Lager (Bohemian Brewery)
53,NA,1597,Altus Bohemes Altbier,Altbier,364,12,Bohemian Brewery,Midvale,UT,Altus Bohemes Altbier (Bohemian Brewery)
0.04,NA,344,Cherny Bock,Schwarzbier,364,12,Bohemian Brewery,Midvale,UT,Cherny Bock (Bohemian Brewery)
0.05,NA,89,Czech Pilsner,Czech Pilsener,364,12,Bohemian Brewery,Midvale,UT,Czech Pilsner (Bohemian Brewery)
0.05,NA,88,Viennese Lager,Vienna Lager,364,12,Bohemian Brewery,Midvale,UT,Viennese Lager (Bohemian Brewery)
65,NA,1569,Mad Manatee IPA,American IPA,378,12,Bold City Brewery,Jacksonville,FL,Mad Manatee IPA (Bold City Brewery)
55,NA,1568,Killer Whale Cream Ale,Cream Ale,378,12,Bold City Brewery,Jacksonville,FL,Killer Whale Cream Ale (Bold City Brewery)
0.06,NA,1188,Duke's Cold Nose Brown Ale,American Brown Ale,378,12,Bold City Brewery,Jacksonville,FL,Duke's Cold Nose Brown Ale (Bold City Brewery)
42,30,1891,Longhop IPA,American IPA,281,16,Bolero Snort Brewery,Ridgefield Park,NJ,Longhop IPA (Bolero Snort Brewery)
0.04,34,1890,Lucky Buck,Irish Dry Stout,281,16,Bolero Snort Brewery,Ridgefield Park,NJ,Lucky Buck (Bolero Snort Brewery)
51,NA,577,Bomb Lager (New Recipe),Munich Helles Lager,525,12,Bomb Beer Company,New York,NY,Bomb Lager (New Recipe) (Bomb Beer Company)
45,27,513,Bomb Lager (Old Recipe),Munich Helles Lager,525,12,Bomb Beer Company,New York,NY,Bomb Lager (Old Recipe) (Bomb Beer Company)
66,72,2422,Firestarter India Pale Ale,American IPA,107,12,Bonfire Brewing Company,Eagle,CO,Firestarter India Pale Ale (Bonfire Brewing Company)
75,22,1727,Kilt Dropper Scotch Ale,Scotch Ale / Wee Heavy,107,16,Bonfire Brewing Company,Eagle,CO,Kilt Dropper Scotch Ale (Bonfire Brewing Company)
48,30,1614,Wood Splitter Pilsner,Czech Pilsener,107,16,Bonfire Brewing Company,Eagle,CO,Wood Splitter Pilsner (Bonfire Brewing Company)
0.0559999999999999,26,1613,Gyptoberfest,MÃ¤rzen / Oktoberfest,107,12,Bonfire Brewing Company,Eagle,CO,Gyptoberfest (Bonfire Brewing Company)
0.07,94,1549,Farmer Wirtz India Pale Ale,English India Pale Ale (IPA),107,16,Bonfire Brewing Company,Eagle,CO,Farmer Wirtz India Pale Ale (Bonfire Brewing Company)
